#a	+Noun
#a.	+Noun
tahra	+Noun
tahribat	+Noun
tahrif	+Noun
tahrifat	+Noun
tahrik	+Noun
tahrikat	+Noun+PL
tahrip	+Noun+CV
tahrir	+Noun
tahrirat	+Noun
tahriş	+Noun
tahsil	+Noun
tahsilat	+Noun
tahsildar	+Noun
tahsis	+Noun
tahsisat	+Noun
tahşit	+Noun
taht	+Noun
tahta	+Noun
tahtabit	+Noun+P3
tahtaboş	+Noun
tahtakurt	+Noun+P3
tahtakuru	+Noun+P3
tahtapamuk	+Noun+CV
tahterevalli	+Noun
tahtıratı	+Noun
tahtırevan	+Noun
tahvil	+Noun
tahvilat	+Noun
taife	+Noun
tak	+Noun
taka	+Noun
takaddüm	+Noun
takallüs	+Noun
takanak	+Noun+CV
takarrüp	+Noun
takarrür	+Noun
takas	+Noun
takat	+Noun+VF
takatuka	+Noun
takaza	+Noun
takbih	+Noun
takdim	+Noun
takdir	+Noun
takdirname	+Noun
takdis	+Noun
takeometre	+Noun
takı	+Noun
takım	+Noun
takımada	+Noun
takımerki	+Noun
takımyıldız	+Noun
takınak	+Noun+CV
takıntı	+Noun
takırtı	+Noun
takıt	+Noun
takızafer	+Noun
takibat	+Noun
takimetre	+Noun
takip	+Noun+CV
takipçi	+Noun
takipsizlik	+Noun+CV
takiyye	+Noun
takke	+Noun
takla	+Noun
taklaböcek	+Noun+P3+CV
taklak	+Noun+CV
taklavat	+Noun
taklit	+Noun+CV
takograf	+Noun
takometre	+Noun
takoz	+Noun
takrir	+Noun
taksa	+Noun
taksi	+Noun
taksici	+Noun
taksim	+Noun
taksimat	+Noun
taksimetre	+Noun
taksir	+Noun
taksirat	+Noun
taksit	+Noun+CV
taksonomi	+Noun
taksonomist	+Noun
taktik	+Noun+CV
taktir	+Noun
taktisyen	+Noun
takunya	+Noun
takva	+Noun
takvim	+Noun
takviye	+Noun
takyidat	+Noun
takyit	+Noun+CV
talak	+Noun+CV
#talakat	+Noun+VF
talakatli	+Noun
talan	+Noun
talaş	+Noun
talaşkebap	+Noun+P3+CV
#talaşkebapı	+Noun
talaz	+Noun
talebe	+Noun
talep	+Noun+CV
talepname	+Noun
taler	+Noun
talih	+Noun
talihkuş	+Noun+P3
talik	+Noun+CV
talika	+Noun
talim	+Noun
talimat	+Noun
talimatname	+Noun
talimgah	+Noun
talimhane	+Noun
talimname	+Noun
talip	+Noun+CV
talk	+Noun
talkım	+Noun
talkın	+Noun
talkşist	+Noun
tallıbitkiler	+Noun+PL
taltif	+Noun
talyum	+Noun
tamah	+Noun
tamalgı	+Noun
tamam	+Noun
tamamlayıcılık	+Noun+CV
tambölen	+Noun
tambur	+Noun
tambura	+Noun
tamburi	+Noun
tamgün	+Noun
tamim	+Noun
tamir	+Noun
tamirat	+Noun
tamirci	+Noun
tamirhane	+Noun
tamlama	+Noun
tampon	+Noun
tamsayı	+Noun
tamtam	+Noun
tamu	+Noun
tan	+Noun
tandır	+Noun
tandırkebap	+Noun+P3+CV
tandırname	+Noun
tane	+Noun
tanecik	+Noun+CV
tanen	+Noun
tangır	+Noun
tangırtı	+Noun
tango	+Noun
tanı	+Noun
tanıdık	+Noun+CV
tanık	+Noun+CV
tanılam	+Noun
tanım	+Noun
tanımalık	+Noun+CV
tanısızlık	+Noun+CV
tanış	+Noun
tanışık	+Noun+CV
tanıtım	+Noun
tanıtmacı	+Noun
tanjant	+Noun
tank	+Noun
tanker	+Noun
tanksavar	+Noun
tanrı	+Noun
tanrıbilim	+Noun
tanrıcı	+Noun
tanrıça	+Noun
tanrısız	+Noun
tanrıtanımaz	+Noun
tansık	+Noun+CV
tansif	+Noun
tansiyometre	+Noun
tansiyometri	+Noun
tansiyon	+Noun
#tantal	+Noun+VF
tantana	+Noun
tanyel	+Noun+P3
tanyer	+Noun+P3
tanzifat	+Noun
tanzim	+Noun
tanzimat	+Noun
tapa	+Noun
tapan	+Noun
tapı	+Noun
tapınak	+Noun+CV
tapıncak	+Noun+CV
tapınç	+Noun+CV
tapir	+Noun
tapu	+Noun
tapyoka	+Noun
taraça	+Noun
taraf	+Noun
tarafeyn	+Noun
taraftar	+Noun
tarak	+Noun+CV
tarakçı	+Noun
tarakiş	+Noun+P3
taraklıkuş	+Noun
tarakot	+Noun+P3
tarakotugiller	+Noun+PL
tarama	+Noun
taranga	+Noun
tarantı	+Noun
tarantula	+Noun
tarassut	+Noun
tarator	+Noun
taravet	+Noun
taraz	+Noun
tarçın	+Noun
taret	+Noun
tarh	+Noun
tarhana	+Noun
tarhiyat	+Noun
tarhun	+Noun
tarım	+Noun
tarımbilim	+Noun
tarif	+Noun
tarife	+Noun
tarih	+Noun
tarihçe	+Noun
tarihçi	+Noun
tarihönce	+Noun+P3
tarik	+Noun+CV
tarikat	+Noun
tarikatçı	+Noun
tariz	+Noun
tarla	+Noun
tarlafare	+Noun+P3
tarlakoz	+Noun
tarlakuş	+Noun+P3
tarlakuşugiller	+Noun+PL
tarlasincap	+Noun+P3+CV
tarot	+Noun
tarpan	+Noun
tart	+Noun+CV
tartı	+Noun
tartura	+Noun
tarz	+Noun
tarziye	+Noun
tas	+Noun
tasa	+Noun
tasadduk	+Noun
tasallut	+Noun+CV
tasannu	+Noun
tasar	+Noun
tasarçizim	+Noun
tasarı	+Noun
tasarım	+Noun
tasarımcı	+Noun
tasarruf	+Noun
tasarrufçu	+Noun
tasavvuf	+Noun
tasavvur	+Noun
tasavvut	+Noun
tasçılık	+Noun+CV
tasdik	+Noun
tasdikname	+Noun
tasfiye	+Noun
tasfiyehane	+Noun
tashih	+Noun
tashihat	+Noun
tasım	+Noun
taslak	+Noun+CV
taslam	+Noun
tasma	+Noun
tasnif	+Noun
tasrif	+Noun
tasrih	+Noun
tasvip	+Noun+CV
tasvir	+Noun
taş	+Noun
taşak	+Noun+CV
taşaron	+Noun
taşbadem	+Noun+P3
taşbalık	+Noun+P3+CV
taşbasma	+Noun+P3
taşbebek	+Noun+CV
taşbilim	+Noun
taşböcek	+Noun+P3+CV
taşçı	+Noun
taşeron	+Noun
taşıl	+Noun
taşılbilim	+Noun
taşım	+Noun
taşımacı	+Noun
taşınım	+Noun
taşınmaz	+Noun
taşıt	+Noun
taşikardi	+Noun
taşilik	+Noun+P3+CV
taşkın	+Noun
taşkınlık	+Noun+CV
taşkıran	+Noun
taşkırançiçek	+Noun+P3+CV
taşkırangiller	+Noun+PL
taşkıranot	+Noun+P3
taşkırım	+Noun
taşkömür	+Noun
taşkömür	+Noun+P3
taşküre	+Noun
taşlama	+Noun
taşlevrek	+Noun+P3+CV
taşlık	+Noun+CV
taşmantar	+Noun+P3
taşpamuk	+Noun+P3+CV
taşpudra	+Noun
taşra	+Noun
taşralı	+Noun
taşyağ	+Noun+P3
taşyuvar	+Noun+P3
tat	+Noun+CV
tatar	+Noun
tatarbörek	+Noun+P3+CV
tatarcık	+Noun+CV
tatava	+Noun
##tatbik	+Noun
tatbikat	+Noun
tatil	+Noun
tatilci	+Noun
tatilköy	+Noun+P3
tatlı	+Noun
tatlısülümen	+Noun
tatlıyosun	+Noun
tatmin	+Noun
tatminkar	+Noun
tatminsizlik	+Noun+CV
tatula	+Noun
taun	+Noun
tav	+Noun
tava	+Noun
tavaf	+Noun
tavan	+Noun
tavanara	+Noun+P3
tavassut	+Noun
tavazzuh	+Noun
taverna	+Noun
tavır	+Noun+VD
tavik	+Noun+CV
taviz	+Noun
tavla	+Noun
tavsif	+Noun
tavsiye	+Noun
tavşan	+Noun
tavşanbıyık	+Noun+P3+CV
tavşanbıyik	+Noun+P3+CV
tavşancıl	+Noun
tavşancılot	+Noun+P3
tavşancıltaş	+Noun+P3
tavşandudak	+Noun+P3+CV
tavşankulak	+Noun+P3+CV
tavşanpaça	+Noun+P3
tavuk	+Noun+CV
tavukbalık	+Noun+P3+CV
tavukbit	+Noun+P3
tavukçu	+Noun
tavukgiller	+Noun+PL
tavukgöğüs	+Noun+P3+VD
tavukgöt	+Noun+P3
tavukkara	+Noun+P3
tavulga	+Noun
tavus	+Noun
tavuskuş	+Noun+P3
tavzif	+Noun
tavzih	+Noun
tay	+Noun
taya	+Noun
taydaş	+Noun
tayf	+Noun
tayfa	+Noun
tayfçizer	+Noun
tayfölçer	+Noun
tayfölçüm	+Noun
tayfun	+Noun
taygeldi	+Noun
tayın	+Noun
tayin	+Noun
tayip	+Noun+CV
taylak	+Noun+CV
tayt	+Noun
tayyare	+Noun
tayyör	+Noun
tazallüm	+Noun
tazammum	+Noun
tazammun	+Noun
tazarru	+Noun
taze	+Noun
tazı	+Noun
tazim	+Noun
tazir	+Noun
taziye	+Noun
taziz	+Noun
tazmin	+Noun
tazminat	+Noun
tazyik	+Noun+CV
teadül	+Noun
teakup	+Noun+CV
teali	+Noun
teamül	+Noun
teati	+Noun
teba	+Noun
tebaa	+Noun
tebahhur	+Noun
tebaiyet	+Noun
tebarüz	+Noun
tebcil	+Noun
tebdil	+Noun
tebdilihava	+Noun
tebeddül	+Noun
tebeddülat	+Noun
tebellüğ	+Noun
tebellür	+Noun
teber	+Noun
teberru	+Noun
tebessüm	+Noun
tebeşir	+Noun
tebevvül	+Noun
tebeyyün	+Noun
tebligat	+Noun
tebliğ	+Noun
tebrik	+Noun+CV
tecahül	+Noun
tecanüs	+Noun
tecavüz	+Noun
tecavüzcü	+Noun
tecazüp	+Noun
tecdit	+Noun
teceddüt	+Noun+CV
tecelli	+Noun
tecennün	+Noun
tecerrüt	+Noun
tecessüm	+Noun
tecessüs	+Noun
tecezzi	+Noun
tecil	+Noun
tecim	+Noun
tecimev	+Noun+P3
tecrip	+Noun
tecrit	+Noun+CV
tecrübe	+Noun
tecvit	+Noun+CV
tecviz	+Noun
tecziye	+Noun
teçhiz	+Noun
teçhizat	+Noun
tedahül	+Noun
tedai	+Noun
tedarik	+Noun
tedarikçi	+Noun
tedavi	+Noun
tedavül	+Noun
tedbir	+Noun
tedenni	+Noun
tedhiş	+Noun
tedip	+Noun
tediyat	+Noun
tediye	+Noun
tedrici	+Noun
tedris	+Noun
tedrisat	+Noun
tedvin	+Noun
tedvir	+Noun
teeddüp	+Noun+CV
teehhür	+Noun
teemmül	+Noun
teenni	+Noun
teessüf	+Noun
teessür	+Noun
teessüs	+Noun
teeyyüt	+Noun+CV
tef	+Noun
tefahür	+Noun
tefe	+Noun
tefeci	+Noun
tefehhüm	+Noun
tefekkür	+Noun
tefekkürat	+Noun
teferruat	+Noun
tefessüh	+Noun
tefeyyüz	+Noun
tefhim	+Noun
tefkir	+Noun
teflon	+Noun
tefrik	+Noun+CV
tefrika	+Noun
tefriş	+Noun
tefrişat	+Noun
tefrit	+Noun
tefsir	+Noun
teftiş	+Noun
tegafül	+Noun
teğelti	+Noun
teğet	+Noun
teğmen	+Noun
tehacüm	+Noun
tehalük	+Noun+CV
tehcir	+Noun
tehdit	+Noun+CV
tehevvür	+Noun
tehir	+Noun
tehlike	+Noun
tein	+Noun
teizm	+Noun
tekabbül	+Noun
tekabül	+Noun
tekamül	+Noun
tekasüf	+Noun
tekaüdiye	+Noun
tekaüt	+Noun+CV
tekbenci	+Noun
tekbencilik	+Noun+CV
tekbir	+Noun
tekboynuz	+Noun
tekdelikliler	+Noun+PL
tekdir	+Noun
tekdüşüncelik	+Noun+CV
teke	+Noun
tekebbür	+Noun
tekeffül	+Noun
tekel	+Noun
tekelci	+Noun
tekellüm	+Noun
tekemmül	+Noun
teker	+Noun
tekerk	+Noun
tekerklik	+Noun+CV
tekerlek	+Noun+CV
tekerleme	+Noun
tekerrür	+Noun
tekesakal	+Noun+P3
tekessür	+Noun
tekeşlilik	+Noun+CV
tekevvün	+Noun
tekfin	+Noun
tekfur	+Noun
tekgözlük	+Noun+CV
tekir	+Noun
tekit	+Noun+CV
tekkaynakçılık	+Noun+CV
tekke	+Noun
teklif	+Noun
tekme	+Noun
tekmil	+Noun
tekne	+Noun
teknetyum	+Noun
teknik	+Noun+CV
teknikbilim	+Noun
tekniker	+Noun
teknikokul	+Noun
tekniköğretim	+Noun
teknisyen	+Noun
teknoekonomi	+Noun
teknokent	+Noun
teknokrasi	+Noun
teknokrat	+Noun
teknolog	+Noun
teknoloji	+Noun
teknopark	+Noun
tekparmaklılar	+Noun+PL
tekrar	+Noun
tekrir	+Noun
teksif	+Noun
teksir	+Noun
tekstil	+Noun
tekstilci	+Noun
tekstür	+Noun
tektanrıcı	+Noun
tektenci	+Noun
tektonik	+Noun+CV
tektürel	+Noun
tekvando	+Noun
tekvin	+Noun
tekyazı	+Noun
tekyazım	+Noun
tekzip	+Noun+CV
tel	+Noun
tela	+Noun
telaffuz	+Noun
telafi	+Noun
telakki	+Noun
telaş	+Noun
teldolap	+Noun+CV
teleekran	+Noun
telef	+Noun
telefaks	+Noun
telefat	+Noun
teleferik	+Noun+CV
telefilm	+Noun
telefon	+Noun
telefoncu	+Noun
telefonometre	+Noun
telefotografi	+Noun
telek	+Noun+CV
teleke	+Noun
telekinezi	+Noun
telekom	+Noun
telekomünikasyon	+Noun
telekonferans	+Noun
teleks	+Noun
teleme	+Noun
telemetre	+Noun
telemetri	+Noun
teleobjektif	+Noun
teleolog	+Noun
teleoloji	+Noun
telepati	+Noun
teleradyo	+Noun
teleradyolog	+Noun
teleradyoloji	+Noun
teles	+Noun
telesekreter	+Noun
telesinema	+Noun
telesiyej	+Noun
teleski	+Noun
teleskop	+Noun
teletekst	+Noun
televizyon	+Noun
televizyoncu	+Noun
telgraf	+Noun
telgrafçiçek	+Noun+P3+CV
telgrafhane	+Noun
telhis	+Noun
telif	+Noun
telin	+Noun
telis	+Noun
telkadayıf	+Noun+P3
telkafes	+Noun
telkari	+Noun
telkih	+Noun
telkin	+Noun
telkurt	+Noun+P3
telküf	+Noun
telküflüce	+Noun
tellak	+Noun+CV
tellal	+Noun
tellaliye	+Noun
telliturna	+Noun
tellür	+Noun
telmih	+Noun
telörgü	+Noun
telsiz	+Noun
telşehriye	+Noun
teltik	+Noun+CV
telve	+Noun
telvis	+Noun
tema	+Noun
temadi	+Noun
temas	+Noun
temaşa	+Noun
temayül	+Noun
temayüz	+Noun
tembel	+Noun
tembelhane	+Noun
tembelhayvan	+Noun
tembih	+Noun
temcit	+Noun+CV
temdit	+Noun+CV
temek	+Noun+CV
temel	+Noun
temellük	+Noun+CV
temenna	+Noun
temenni	+Noun
temerküz	+Noun
temerrüt	+Noun+CV
temettü	+Noun
temeyyüz	+Noun
temin	+Noun
teminat	+Noun
temizkan	+Noun
temizlikçi	+Noun
temkin	+Noun
temlik	+Noun
temlit	+Noun+CV
temmuz	+Noun
tempo	+Noun
temren	+Noun
temrin	+Noun
temriye	+Noun
temsil	+Noun
temsilci	+Noun
temsilcilik	+Noun+CV
temsiliyet	+Noun
temyiz	+Noun
ten	+Noun
tenakus	+Noun
tenakuz	+Noun
tenasül	+Noun
tenasüp	+Noun+CV
tenazur	+Noun
tencere	+Noun
tender	+Noun
tendon	+Noun
teneffüs	+Noun
teneke	+Noun
tenekeci	+Noun
teneşir	+Noun
tenevvü	+Noun
tenevvür	+Noun
tenezzüh	+Noun
tenezzül	+Noun
tenfiz	+Noun
tenha	+Noun
tenis	+Noun
tenisçi	+Noun
tenkıye	+Noun
tenkil	+Noun
tenkis	+Noun
tenkisat	+Noun
tenkit	+Noun
tenkiye	+Noun
tennure	+Noun
tenor	+Noun
tenrenk	+Noun+P3+CV
tensikat	+Noun
tensip	+Noun+CV
tente	+Noun
tentene	+Noun
tentür	+Noun
tentürdiyot	+Noun+CV
tenvir	+Noun
tenvirat	+Noun
tenya	+Noun
tenzih	+Noun
tenzil	+Noun
tenzilat	+Noun
teofaji	+Noun
teogoni	+Noun
teokrasi	+Noun
teokrat	+Noun
teokratizm	+Noun
teolog	+Noun
teoloji	+Noun
teorem	+Noun
teori	+Noun
teorist	+Noun
teorisyen	+Noun
tepe	+Noun
tepecam	+Noun+P3
tepecik	+Noun+CV
tepedamga	+Noun+P3
tepegöz	+Noun
tepelidalgıç	+Noun+CV
tepelitavuk	+Noun+CV
tephirhane	+Noun
tepilenim	+Noun
tepir	+Noun
tepke	+Noun
tepki	+Noun
tepkileşim	+Noun
tepsi	+Noun
ter	+Noun
terakki	+Noun
teraküm	+Noun
terane	+Noun
terapi	+Noun
terapist	+Noun
teras	+Noun
teraskat	+Noun
teravi	+Noun
terazi	+Noun
terbez	+Noun+P3
terbiye	+Noun
terbiyum	+Noun
tercih	+Noun
terciibent	+Noun+CV
tercüman	+Noun
tercüme	+Noun
tercümeihal	+Noun+VF
tere	+Noun
terebentin	+Noun
tereddi	+Noun
tereddüt	+Noun+CV
tereke	+Noun
terementi	+Noun
terennüm	+Noun
teres	+Noun
teressüp	+Noun+CV
terettüp	+Noun+CV
tereya	+Noun
tereyağ	+Noun
tereyağ	+Noun+P3
terfi	+Noun
terfih	+Noun
#tergal	+Noun+VF
terhin	+Noun
terhis	+Noun
terilen	+Noun
terim	+Noun
terimbilim	+Noun
teriyer	+Noun
terk	+Noun
terki	+Noun
terkibi	+Noun
terkibibent	+Noun+CV
terkin	+Noun
terkip	+Noun+CV
terlik	+Noun+CV
terme	+Noun
terminal	+Noun+VF
terminatör	+Noun
terminolog	+Noun
terminoloji	+Noun
terminüs	+Noun
termit	+Noun
termodinamik	+Noun+CV
termoelektrik	+Noun+CV
termofil	+Noun
termofobi	+Noun
termofor	+Noun
termokimya	+Noun
termometre	+Noun
termonükleer	+Noun
termoplast	+Noun
termos	+Noun
termosfer	+Noun
termosifon	+Noun
termostat	+Noun+CV
termoterapi	+Noun
terör	+Noun
terörist	+Noun
terörizm	+Noun
terramisin	+Noun
tersaçı	+Noun
tersane	+Noun
tersevirme	+Noun
tersim	+Noun
tersinim	+Noun
tersyön	+Noun
tersyüz	+Noun
tertibat	+Noun
tertip	+Noun+CV
terütaze	+Noun
terviç	+Noun+CV
terzi	+Noun
terzihane	+Noun
terzil	+Noun
tesadüf	+Noun
tesanüt	+Noun+CV
tescil	+Noun
teselli	+Noun
tesellül	+Noun
tesellüm	+Noun
teselsül	+Noun
tesettür	+Noun
teshil	+Noun
teshin	+Noun
teshir	+Noun
tesir	+Noun
tesis	+Noun
tesisat	+Noun
tesit	+Noun+CV
teskere	+Noun
teskin	+Noun
teslih	+Noun
teslihat	+Noun
teslim	+Noun
teslimat	+Noun
teslimiyet	+Noun
teslis	+Noun
tesmiye	+Noun
tespih	+Noun
tespihağaç	+Noun+P3+CV
tespihböcek	+Noun+P3+CV
tespit	+Noun
test	+Noun
testere	+Noun
testerebalık	+Noun+P3+CV
testi	+Noun
testis	+Noun
testosteron	+Noun
tesviye	+Noun
tesviyeruh	+Noun+P3
teşbih	+Noun
teşci	+Noun
teşdit	+Noun+CV
teşebbüs	+Noun
teşehhüt	+Noun+CV
teşekkül	+Noun
teşekkür	+Noun
teşerrüf	+Noun
teşevvüş	+Noun
teşhir	+Noun
teşhirci	+Noun
teşhis	+Noun
teşkil	+Noun
teşkilat	+Noun
teşmil	+Noun
teşne	+Noun
teşri	+Noun
teşrif	+Noun
teşrifat	+Noun
teşrih	+Noun
teşrihhane	+Noun
teşrii	+Noun
teşrik	+Noun+CV
teşrin	+Noun
teşvik	+Noun
teşyi	+Noun
tetabuk	+Noun+CV
tetanos	+Noun
tetanoz	+Noun
tetebbu	+Noun
tetik	+Noun+CV
tetikçi	+Noun
tetir	+Noun
tetkik	+Noun
tetkikat	+Noun
tetrahedral	+Noun
tetraklorür	+Noun
tetrasiklin	+Noun
#tevabi	+Noun
tevahhuş	+Noun
tevakkuf	+Noun
tevali	+Noun
tevarüs	+Noun
tevatür	+Noun
tevazu	+Noun
tevazün	+Noun
tevbih	+Noun
tevcih	+Noun
tevdi	+Noun
tevdiat	+Noun
teveccüh	+Noun
tevehhüm	+Noun
tevek	+Noun+CV
tevekkel	+Noun
tevekkül	+Noun
tevellüt	+Noun+CV
teverrüm	+Noun
tevessü	+Noun
tevessül	+Noun
tevettür	+Noun
tevfikan	+Noun
tevhid	+Noun
tevil	+Noun
tevkif	+Noun
tevkifat	+Noun
tevkifev	+Noun+P3
tevkifhane	+Noun
tevkil	+Noun
tevlit	+Noun+CV
tevriye	+Noun
tevsi	+Noun
tevsik	+Noun
tevzi	+Noun
tevziat	+Noun
teyakkuz	+Noun
teyel	+Noun
teyemmüm	+Noun
teyit	+Noun+CV
teyp	+Noun+CV
teyze	+Noun
teyzemler	+Noun+PL+P1
teyzenler	+Noun+PL+P2
teyzezade	+Noun
tez	+Noun
tezahür	+Noun
tezahürat	+Noun
tezat	+Noun+CV
tezayüt	+Noun+CV
tezek	+Noun+CV
tezekkür	+Noun
tezene	+Noun
tezgah	+Noun
tezgahtar	+Noun
tezhip	+Noun+CV
tezkere	+Noun
tezkire	+Noun
tezkiye	+Noun
tezvir	+Noun
tezyif	+Noun
tezyin	+Noun
tezyinat	+Noun
tezyit	+Noun+CV
##tıp	+Noun+CD+CV
tıbbiye	+Noun
tıfıl	+Noun
tıgala	+Noun
tığ	+Noun
tıkaç	+Noun+CV
tıkır	+Noun
tıkırtı	+Noun
tıksırık	+Noun+CV
tılsım	+Noun
tımar	+Noun
tımarhane	+Noun
tın	+Noun
tınaz	+Noun
tıngır	+Noun
tıngırtı	+Noun
tını	+Noun
tınnet	+Noun
tıpa	+Noun
tıpırtı	+Noun
tıpkı	+Noun
tıpkıbasım	+Noun
tıpkıçekim	+Noun
tır	+Noun
tırabzan	+Noun
tırak	+Noun+CV
tıraka	+Noun
tıraş	+Noun
tırık	+Noun+CV
tırıs	+Noun
tırkaz	+Noun
tırmık	+Noun+CV
tırnak	+Noun+CV
tırpan	+Noun
tırpana	+Noun
tırpankurt	+Noun+P3+CV
tırtık	+Noun+CV
tırtıl	+Noun
tırtır	+Noun
tıs	+Noun
tıynet	+Noun
ti	+Noun
tibetöküz	+Noun+P3
ticani	+Noun
ticaret	+Noun
ticaretev	+Noun+P3
ticarethane	+Noun
tifdruk	+Noun+CV
tifo	+Noun
tiftik	+Noun+CV
tifüs	+Noun
tik	+Noun
tikağaç	+Noun+P3+CV
tike	+Noun
tiksinti	+Noun
tilavet	+Noun
tilde	+Noun
tilki	+Noun
tilkikuyruk	+Noun+P3+CV
tilmiz	+Noun
tim	+Noun
timbal	+Noun+VF
timsah	+Noun
timsal	+Noun+VF
timus	+Noun
timüs	+Noun
tin	+Noun
tinbilim	+Noun
tiner	+Noun
tinerci	+Noun
tinka	+Noun
tinsel	+Noun
tip	+Noun
tipi	+Noun
tipograf	+Noun
tipografi	+Noun
tipografya	+Noun
tipolog	+Noun
tipoloji	+Noun
tir	+Noun
tiraj	+Noun
##tiramisu	+Noun
tiramola	+Noun
tiran	+Noun
tirat	+Noun+CV
tirbuşon	+Noun
tire	+Noun
tirendaz	+Noun
tirfil	+Noun
tirit	+Noun+CV
tiriz	+Noun
tiroit	+Noun+CV
tirokalsitonin	+Noun
tiroksin	+Noun
tirosin	+Noun
tirpidin	+Noun
tirpit	+Noun+CV
tirpitil	+Noun
tirşe	+Noun
tiryak	+Noun+CV
tiryaki	+Noun
tişört	+Noun
titan	+Noun
titanyum	+Noun
titrem	+Noun
titremleme	+Noun
titrenti	+Noun
titreşim	+Noun
titreşimölçer	+Noun
titreşimyazar	+Noun
tiyatro	+Noun
tiyatrocu	+Noun
tiyo	+Noun
#tl	+Noun
toğrul	+Noun
tohum	+Noun
toka	+Noun
tokaç	+Noun+CV
tokat	+Noun+CV
tokgözlü	+Noun
toklu	+Noun
tokmak	+Noun+CV
tokmakbaş	+Noun
toksigen	+Noun
toksikolog	+Noun
toksikoloji	+Noun
toksikomani	+Noun
toksin	+Noun
toksisite	+Noun
toksoplazma	+Noun
tokurtu	+Noun
tokyo	+Noun
tolerasyon	+Noun
tolga	+Noun
tolit	+Noun
toluen	+Noun
tolüen	+Noun
tomak	+Noun+CV
tomar	+Noun
tombak	+Noun+CV
tombala	+Noun
tombaz	+Noun
tomografi	+Noun
tomruk	+Noun+CV
tomurcuk	+Noun+CV
ton	+Noun
tonaj	+Noun
tonalite	+Noun
tonbalık	+Noun+P3+CV
toner	+Noun
tonga	+Noun
tonik	+Noun+CV
tonilato	+Noun
tonos	+Noun
tonoz	+Noun
tonton	+Noun
top	+Noun
topaç	+Noun+CV
topak	+Noun+CV
topalak	+Noun+CV
topaltı	+Noun
toparlak	+Noun+CV
topatan	+Noun
topaz	+Noun
topçeker	+Noun
topçu	+Noun
#topçü	+Noun
tophane	+Noun
topla	+Noun
toplaç	+Noun+CV
toplam	+Noun
toplanık	+Noun+CV
toplantı	+Noun
toplardamar	+Noun
toplayıcılık	+Noun+CV
topluçalışım	+Noun
toplugörüşme	+Noun
topluiğne	+Noun
topluluk	+Noun+CV
toplum	+Noun
toplumbilim	+Noun
toplumcu	+Noun
toplumdaş	+Noun
toplumölçer	+Noun
toplusözleşme	+Noun
toplutartışma	+Noun
toplutaşım	+Noun
topograf	+Noun
topografi	+Noun
topografya	+Noun
topoğrafya	+Noun
topolog	+Noun
topoloji	+Noun
toprak	+Noun+CV
toprakalt	+Noun+P3
toprakbastı	+Noun
toprakbilim	+Noun
toprakboya	+Noun
toprakrenk	+Noun+P3+CV
toptancı	+Noun
topuk	+Noun+CV
topukdemir	+Noun+P3
topur	+Noun
toput	+Noun
topuz	+Noun
tor	+Noun
torak	+Noun+CV
toraks	+Noun
toraman	+Noun
torba	+Noun
toreador	+Noun
torik	+Noun+CV
torlak	+Noun+CV
torna	+Noun
tornacı	+Noun
tornado	+Noun
tornavida	+Noun
tornet	+Noun
tornistan	+Noun
torpido	+Noun
torpidobot	+Noun
torpil	+Noun
torpilbalık	+Noun+P3+CV
tortu	+Noun
tortubilim	+Noun
tortulbilim	+Noun
torun	+Noun
toryum	+Noun
tos	+Noun
tosbağa	+Noun
tost	+Noun
tosun	+Noun
tosuncuk	+Noun+CV
total	+Noun
totaliter	+Noun
totaliterizm	+Noun
totem	+Noun
totemizm	+Noun
toto	+Noun
totolog	+Noun
totoloji	+Noun
toy	+Noun
toyaka	+Noun
toydan	+Noun
toygar	+Noun
toynak	+Noun+CV
toynaklılar	+Noun+PL
toz	+Noun
tozboya	+Noun
tozpembe	+Noun
tozsabun	+Noun
tozşeker	+Noun
tozuntu	+Noun
töhmet	+Noun
tömbeki	+Noun
töre	+Noun
törebilim	+Noun
töredışçılık	+Noun+CV
tören	+Noun
törpü	+Noun
tös	+Noun
tövbe	+Noun
töz	+Noun
trabzonhurma	+Noun+P3
trader	+Noun
trafik	+Noun+CV
trafikçi	+Noun
trafo	+Noun
trahom	+Noun
trajedi	+Noun
trajikomedi	+Noun
trajikomik	+Noun+CV
trakeliler	+Noun+PL
trakit	+Noun
traktör	+Noun
trakunya	+Noun
trampa	+Noun
trampet	+Noun
trampetçi	+Noun
tramplen	+Noun
tramvay	+Noun
trança	+Noun
#transandantal	+Noun+VF
transandantalizm	+Noun
transatlantik	+Noun+CV
transdüktör	+Noun
transeksüel	+Noun
transfer	+Noun
transformasyon	+Noun
transformatör	+Noun
transformizm	+Noun
transfüzyon	+Noun
transistor	+Noun
transit	+Noun
transkripsiyon	+Noun
transliterasyon	+Noun
transmisyon	+Noun
transmittör	+Noun
transparan	+Noun
transplantasyon	+Noun
transport	+Noun
tranş	+Noun
trapez	+Noun
traş	+Noun
travers	+Noun
traverten	+Noun
travesti	+Noun
travma	+Noun
travmatolog	+Noun
travmatoloji	+Noun
travretin	+Noun
tremolit	+Noun
tren	+Noun
trençkot	+Noun
trend	+Noun
treyler	+Noun
triatlon	+Noun
tribün	+Noun
triforyum	+Noun
trifosfat	+Noun
trigliserit	+Noun
trigonometri	+Noun
trigonometrik	+Noun+CV
trigram	+Noun
triko	+Noun
trikosefal	+Noun+VF
trikotaj	+Noun
trilyoner	+Noun
